				Contrast 24h vs zero			
t4218	56.32537875	39.88823688	72.76252062	1.82415986	0.867232166	0.000826285	0.00404983
yijC	2169.934919	1809.918776	2529.951061	1.397825744	0.483184523	0.000826232	0.00404983
t1546	165.670176	200.1249969	131.215355	0.655666994	-0.608964824	0.000831279	0.004069688
t1789	20.84393588	12.70714417	28.98072759	2.280664105	1.189453983	0.000846727	0.004137027
kdgK	525.9154633	440.9600528	610.8708737	1.385320212	0.470219489	0.00084695	0.004137027
yafJ	1449.14739	1713.706698	1184.588082	0.691243189	-0.532734736	0.000863031	0.004210722
ecnA	115.1827363	139.5153375	90.85013504	0.651183853	-0.618863168	0.000863988	0.004210722
nuoG	2409.599854	1944.460169	2874.739539	1.478425521	0.564061567	0.000865397	0.004212833
t1175	1272.878216	1051.017599	1494.738834	1.422182497	0.508106606	0.000866908	0.004215437
sucA	31039.60377	25106.7861	36972.42143	1.4726067	0.55837217	0.000875888	0.004254314
t2295	238.4674248	291.5977291	185.3371204	0.635591782	-0.653827623	0.000881086	0.004269953
brnQ	912.6912881	775.7842329	1049.598343	1.352951373	0.436109988	0.000880342	0.004269953
t1442	582.5342091	679.0657753	486.0026428	0.715693031	-0.482587164	0.000895209	0.004329109
epd	899.4401909	1063.745983	735.1343992	0.691080776	-0.533073747	0.000895297	0.004329109
eutN	28.23824653	12.870592	43.60590105	3.388026057	1.76044497	0.000907605	0.00438371
t4254	123.8093295	98.02029224	149.5983667	1.526197926	0.609942071	0.000916639	0.004422397
tinR	139.4633847	109.3811961	169.5455734	1.550043146	0.632308374	0.000918784	0.004427803
msyB	282.5598325	338.0414324	227.0782327	0.671746747	-0.574010664	0.000932806	0.004490365
t3014	146.1033005	181.3772847	110.8293162	0.611042978	-0.710654238	0.000935966	0.004500559
sodB	3519.585691	4141.531753	2897.63963	0.69965409	-0.515286267	0.000940394	0.00451682
yiaQ	14.78284837	8.090278751	21.47541798	2.654471946	1.408424894	0.000941575	0.004517468
sdaC	258.5188391	201.9245441	315.1131342	1.560548945	0.642053607	0.000944942	0.004528589
t3257	908.7857537	1115.836444	701.7350631	0.628887026	-0.669127222	0.000948359	0.004539925
t2145	7806.918366	9302.937671	6310.899061	0.678377012	-0.559840812	0.000957106	0.004576727
aroG	5688.862417	6739.899415	4637.825419	0.688114931	-0.539278547	0.000963132	0.004600448
t2164	258.8279521	202.7333947	314.9225095	1.55338251	0.635413128	0.000966518	0.004611521
agp	1766.123622	1486.070872	2046.176372	1.376903626	0.461427584	0.000977	0.004656387
t0712	282.9634428	230.8339182	335.0929675	1.451662607	0.537706184	0.000980703	0.004667391
rpmH	426.3734666	500.4192202	352.3277129	0.704065109	-0.506219245	0.000981471	0.004667391
t2517	307.2658243	249.0905797	365.4410688	1.467101121	0.552968314	0.000994004	0.004721792
rpsI	1190.846377	1387.800487	993.8922665	0.716163653	-0.481638794	0.001002459	0.004756722
fadL	1262.538935	1078.027442	1447.050428	1.342313165	0.424721295	0.001005571	0.00476625
t2916	369.2968373	438.1465462	300.4471284	0.685722919	-0.544302353	0.001017859	0.00481557
yheL	214.6568968	256.2784925	173.0353011	0.675184638	-0.566646016	0.001018206	0.00481557
acpP	11417.84994	13847.92892	8987.770956	0.649033585	-0.623634961	0.001026895	0.004851347
hypB	182.9225111	149.4992084	216.3458138	1.447136852	0.53320136	0.001036408	0.00489094
t2603	551.9742341	647.0830245	456.8654437	0.70603837	-0.502181506	0.001058284	0.004988722
t4267	90.68408593	112.836966	68.5312059	0.607347116	-0.719406801	0.001063478	0.00500774
t4290	1885.165159	2216.730614	1553.599704	0.700851829	-0.512818627	0.001066633	0.005017125
yebA	2201.067511	2611.131275	1791.003747	0.685911032	-0.543906636	0.001086597	0.005105467
ptsJ	223.4542813	182.0237957	264.8847668	1.455220542	0.541237814	0.001087919	0.005106126
stcD	194.4049792	136.4487619	252.3611964	1.849494219	0.887130791	0.001093645	0.005121865
pepD	6272.191765	5171.937754	7372.445776	1.425470709	0.511438394	0.001093438	0.005121865
t3936	1210.146564	1017.438091	1402.855037	1.378811201	0.463424924	0.001104224	0.005165808
t0336	2138.096681	1803.300609	2472.892752	1.371314766	0.45555976	0.001113875	0.005205317
t4216	187.4453701	222.4439958	152.4467444	0.685326407	-0.545136816	0.001116695	0.005212853
t2863	90.58286822	56.60297408	124.5627624	2.200639885	1.13792308	0.001119394	0.005219808
t3091	234.1184126	192.8135951	275.4232302	1.428443	0.514443469	0.001137151	0.005296892
atpH	1175.764692	1500.016652	851.5127314	0.567668852	-0.816878511	0.001144588	0.005325787
citE	64.63225362	45.5019311	83.76257615	1.84085761	0.880378039	0.001153331	0.005360694
metB	231.9157703	160.3385521	303.4929884	1.892826051	0.920541835	0.001161261	0.005385954
t1500	374.3487301	457.6945675	291.0028927	0.6358015	-0.653351674	0.00116041	0.005385954
t2151	136.3351782	106.7586067	165.9117497	1.554083131	0.636063679	0.001170771	0.005420343
yjfQ	858.6644065	999.6855635	717.6432495	0.717868974	-0.478207549	0.001171186	0.005420343
t3513	53.29213181	38.10662248	68.47764114	1.797001064	0.845591263	0.001189184	0.005497746
t0037	259.4309227	214.6090193	304.252826	1.417707546	0.503559954	0.0011945	0.005516417
rpsR	324.4220333	378.8473029	269.9967637	0.712679651	-0.488674363	0.001200579	0.005538566
t4301	171.248542	137.125735	205.371349	1.497686404	0.582735574	0.001204484	0.005550655
t1870	61.58453714	80.20217503	42.96689925	0.535732344	-0.900415695	0.00121848	0.005609163
t0981	61.68940416	41.37540914	82.00339918	1.981935668	0.986910135	0.001227971	0.005646837
safA	105.843546	83.06438874	128.6227032	1.548469869	0.630843311	0.00123534	0.005674677
cyoA	13620.32812	16487.61125	10753.04498	0.652189382	-0.616637142	0.001239427	0.005687401
t2205	1037.627835	1230.329939	844.9257312	0.686747274	-0.542148817	0.001243612	0.005695848
tufA	7980.947225	6611.089901	9350.804549	1.414411949	0.500202367	0.001243906	0.005695848
dacA	1014.183947	1283.709238	744.658656	0.580083585	-0.785667301	0.001261204	0.005768941
t2682	36.25974059	24.54167875	47.97780243	1.954951938	0.96713314	0.001278613	0.005842383
t2657	819.0817548	949.5985546	688.5649549	0.725111629	-0.463724983	0.001285758	0.005862624
t1445	222.0558516	171.8068093	272.3048939	1.584948204	0.664435694	0.001285073	0.005862624
yigZ	410.2477615	486.6199409	333.8755821	0.686111591	-0.543484855	0.001315642	0.005992556
cyaY	490.9737875	589.8908218	392.0567531	0.664625959	-0.589385452	0.001317678	0.005995505
ftsI	844.2442726	720.8354012	967.6531439	1.342405135	0.424820139	0.001337288	0.006065559
t3008	479.8888049	633.3795504	326.3980593	0.515327751	-0.956437809	0.001336945	0.006065559
ccmC	13.26101298	3.900663714	22.62136226	5.799362343	2.535894281	0.001336432	0.006065559
rhaA	34.13810114	22.16267979	46.11352249	2.080683515	1.057057539	0.001344217	0.006090585
t2956	1301.533825	1518.853272	1084.214378	0.71383747	-0.486332462	0.001347119	0.006097339
t0260	482.0791583	561.7933873	402.3649293	0.71621514	-0.48153508	0.001363387	0.00616451
adh	8618.828157	7243.27963	9994.376683	1.37981373	0.464473521	0.001366338	0.00617139
t4287	175.755775	143.2585095	208.2530406	1.453687053	0.539716722	0.001368985	0.006176881
pheM	32.37026395	44.01975978	20.72076812	0.470715157	-1.087073788	0.001370447	0.006177023
cadB	430.6244281	358.0730862	503.17577	1.40523203	0.490808366	0.001382901	0.006200795
t1867	79.75337647	59.61356077	99.89319217	1.675679005	0.744745811	0.001379509	0.006200795
tviE	7930.505739	9482.507469	6378.50401	0.672660056	-0.572050503	0.001379465	0.006200795
t1363	104.3977134	127.2847462	81.5106806	0.640380588	-0.64299852	0.001381484	0.006200795
yjhP	1614.126647	1376.521475	1851.731819	1.345225521	0.427848054	0.001382055	0.006200795
t0972	676.781808	783.7132146	569.8504015	0.727115979	-0.459742594	0.001396837	0.006256788
t1079	495.2944734	398.4162679	592.172679	1.486316516	0.571741375	0.00139853	0.006257877
wcaH	58.98547632	43.61712853	74.35382411	1.704693239	0.769512149	0.001415938	0.006329214
aarF	1717.012814	1997.142612	1436.883017	0.71946941	-0.474994746	0.001419859	0.006340175
t3521	157.8234428	125.2948528	190.3520328	1.519232662	0.603342828	0.001426974	0.006358795
yfhJ	799.6563677	936.5930909	662.7196446	0.707585451	-0.499023711	0.001426971	0.006358795
t4498	122.4521885	147.696716	97.20766098	0.658157227	-0.603495826	0.001438688	0.006404384
t4280	25.74794174	15.68718006	35.80870343	2.282673068	1.190724247	0.001444046	0.006421618
bacA	283.3481756	235.5861604	331.1101907	1.405473862	0.491056623	0.001449837	0.006434116
yigP	576.3950101	669.5241164	483.2659039	0.721805073	-0.470318811	0.001448646	0.006434116
rffC	139.0719134	110.3632791	167.7805477	1.520257001	0.604315233	0.001503921	0.00666728
yjeK	778.2020713	898.5844321	657.8197105	0.732062216	-0.449961831	0.001512879	0.006700115
phsC	699.0739917	592.8775118	805.2704716	1.358240877	0.441739357	0.001519381	0.006722015
t2061	468.6582966	549.8228575	387.4937358	0.704761053	-0.504793897	0.00152308	0.006731485
t4362	1351.524845	1555.747163	1147.302527	0.737460787	-0.439361756	0.001534947	0.006776996
typA	5341.023026	4444.360699	6237.685354	1.403505651	0.489034872	0.001541	0.006796769
gshB	585.3357849	497.0542853	673.6172846	1.355218745	0.438525735	0.001549583	0.006827653
yfbB	210.3133055	173.6028327	247.0237783	1.422924813	0.508859433	0.001554721	0.006843306
yadE	1271.607791	1490.43564	1052.779941	0.706357197	-0.501530172	0.001556472	0.00684404
rseC	1184.306424	1393.058735	975.554114	0.70029647	-0.51396228	0.001566821	0.006882535
invA	183.5078091	135.7438939	231.2717242	1.703735745	0.768701586	0.001579376	0.006930634
holA	535.7301434	635.110745	436.3495417	0.687044811	-0.541523896	0.001581466	0.006932761
yihW	2214.593615	1861.917726	2567.269503	1.378830797	0.463445428	0.001602533	0.00701799
leuA	262.6166479	197.3813585	327.8519374	1.661007604	0.732058678	0.001605679	0.007024642
t0452	225.9480264	181.0838865	270.8121663	1.495506704	0.580634378	0.001609875	0.00703587
icdA	49007.80825	39328.78799	58686.82852	1.492210452	0.577451019	0.001636361	0.007144396
t1156	3186.719602	3877.119241	2496.319963	0.643859476	-0.635182244	0.001639892	0.00715258
t0620	79.6836834	60.63434279	98.733024	1.628335024	0.703397559	0.001656218	0.007216499
t3063	48.37472259	33.79433737	62.95510781	1.86288925	0.897541908	0.001662151	0.007235047
t4182	353.1209219	412.4146815	293.8271624	0.712455632	-0.489127922	0.001680556	0.007307794
cI	950.4642073	1259.49268	641.4357344	0.509281034	-0.973466104	0.001692768	0.007353494
ispA	1188.14651	1380.42954	995.8634801	0.721415654	-0.471097365	0.001702414	0.007387965
rpoH	48981.85087	38323.60514	59640.09659	1.556223544	0.638049311	0.001707851	0.007404116
t3191	288.4195319	355.4557473	221.3833165	0.622815409	-0.683123457	0.00171138	0.007404549
ilvB	364.5178126	308.0369765	420.9986487	1.366714651	0.450712061	0.00171031	0.007404549
t3047	135.2536959	179.9461181	90.56127369	0.503268838	-0.990598826	0.00171537	0.007414381
t1879	164.2535776	198.6645225	129.8426327	0.653577353	-0.613570101	0.001755021	0.007578179
trmD	2978.114292	3439.615604	2516.61298	0.731655298	-0.450763978	0.001758859	0.007587164
rep	349.3659599	403.0530316	295.6788882	0.733597976	-0.446938436	0.001775985	0.007653397
t1278	20085.98531	24207.57455	15964.39607	0.659479372	-0.60060056	0.001799452	0.007746795
invH	134.9587385	107.1225634	162.7949136	1.519707039	0.603793235	0.001828413	0.007863633
glyA	2996.725934	2567.674001	3425.777867	1.33419502	0.415969562	0.001838677	0.007899908
mreB	804.8849611	676.987591	932.7823312	1.377842583	0.462411071	0.00185069	0.007943617
t1641	98.35900188	123.9586619	72.75934188	0.586964564	-0.768654688	0.001861815	0.007975511
folD	1014.795561	1211.226071	818.3650505	0.675650128	-0.565651725	0.00186057	0.007975511
ilvH	308.4748102	374.152317	242.7973034	0.648926366	-0.623873311	0.001868908	0.007997963
rpsG	1166.354241	1339.783419	992.9250625	0.741108636	-0.432243058	0.001871914	0.008002897
radA	429.1373528	368.3937017	489.8810039	1.329775731	0.411182953	0.001890584	0.008074722
t1323	168.0177856	202.6463238	133.3892473	0.658236699	-0.603321631	0.001912185	0.008156941
yfiC	438.3331032	509.7563397	366.9098667	0.719774995	-0.474382112	0.001913613	0.008156941
fnr	10407.1838	12275.00034	8539.367261	0.695671448	-0.523521984	0.001927258	0.008207002
garR	351.0742934	258.5511575	443.5974293	1.715704673	0.778801241	0.001941104	0.008257818
cspB	4945.092252	6879.962501	3010.222002	0.437534653	-1.192530813	0.001948268	0.008271997
lamB	91.64308763	111.4520266	71.83414863	0.644529766	-0.633681108	0.001948036	0.008271997
prc	1885.994068	2171.820836	1600.1673	0.736786052	-0.440682344	0.00195215	0.008280336
t2913	2173.997733	2605.423175	1742.572292	0.668825053	-0.580299207	0.001964078	0.008314595
hmpA	1578.175707	1180.263092	1976.088323	1.674277825	0.743538945	0.001962976	0.008314595
t1578	546.2852252	653.9511369	438.6193136	0.670721846	-0.576213502	0.001970611	0.008334082
ivbL	121.8968557	148.2958502	95.49786114	0.643968533	-0.634937901	0.001980006	0.008365624
oppA	17052.60494	13944.48721	20160.72267	1.445784444	0.531852472	0.001983422	0.008371864
narJ	123.5907656	97.30902721	149.8725041	1.540170613	0.623090175	0.001996658	0.008419502
yjeT	55.91104594	70.81486972	41.00722217	0.579076433	-0.788174311	0.002009702	0.008466238
t0730	17.91646342	11.39247415	24.44045268	2.145315615	1.10118991	0.002040611	0.008588066
yliJ	2165.755591	1801.053501	2530.457682	1.404987514	0.49055731	0.002067727	0.008693715
glpC	4468.477407	3775.607541	5161.347273	1.367024305	0.451038893	0.002075442	0.008717663
lgt	404.95614	346.6456297	463.2666502	1.336427205	0.418381257	0.002084435	0.008746928
ppa	2973.29582	3905.808234	2040.783406	0.522499643	-0.936498044	0.002091065	0.008766231
t3408	129.0612435	88.93792083	169.1845661	1.902277055	0.927727381	0.002117088	0.008866718
tdcA	79.76883889	99.43932296	60.09835481	0.604372124	-0.726490976	0.002128726	0.00890682
t1507	428.545055	503.3637273	353.7263827	0.702725213	-0.508967432	0.002130882	0.00890721
t3226	269.881113	221.9680613	317.7941648	1.431711225	0.517740531	0.002151283	0.008983791
mltC	247.2022475	291.8666214	202.5378735	0.69393983	-0.527117521	0.002160358	0.00901297
sugE	292.4735854	344.9967363	239.9504345	0.695515085	-0.523846288	0.00216543	0.009025413
yiaD	174.3798762	143.4690679	205.2906845	1.430905543	0.51692844	0.002175257	0.009057627
hemG	125.5823104	151.4141852	99.75043566	0.65879188	-0.602105323	0.002180691	0.009071507
sipA	336.0481584	281.6484395	390.4478774	1.386295192	0.471234491	0.002222845	0.009237965
fdoH	1389.76083	1133.176772	1646.344889	1.452857956	0.53889366	0.002233162	0.009271919
t2893	141.4709404	115.5748962	167.3669846	1.448125762	0.534186898	0.002238016	0.009283146
t1874	1232.581003	1420.392655	1044.76935	0.735549671	-0.443105326	0.00224928	0.009320911
t4131	241.6515827	281.4458043	201.857361	0.717215741	-0.479520944	0.002254495	0.009333568
t2513	43.88492952	30.48071949	57.28913954	1.879520579	0.910364712	0.002260335	0.009346115
cpxR	1505.838772	1289.577983	1722.099561	1.335397769	0.417269535	0.002261855	0.009346115
rbfA	278.8284531	321.1866632	236.470243	0.736239297	-0.44175334	0.002273548	0.009385448
t2425	54.67119835	34.12380163	75.21859508	2.204285322	1.140310978	0.002280757	0.009406218
apl	1752.666804	1253.790571	2251.543036	1.795788777	0.844617668	0.002286625	0.009421419
nei	1042.313825	1209.196364	875.4312867	0.72397777	-0.465982696	0.002296322	0.009452353
iagB	105.9980299	84.1842412	127.8118187	1.518239243	0.602399148	0.002307558	0.009489556
rnpA	233.5348795	277.0079269	190.0618321	0.686124163	-0.54345842	0.00231274	0.009501819
t3840	291.6412743	246.9810272	336.3015214	1.361649214	0.445355086	0.002316724	0.009509138
ybhT	198.3362932	235.5205233	161.1520631	0.684237878	-0.547430123	0.002359648	0.009676125
fliT	317.2298948	242.6875581	391.7722315	1.614307032	0.690914997	0.002366324	0.009694297
sdaA	397.206758	462.2437245	332.1697915	0.718603139	-0.476732857	0.002408509	0.009857764
foxA	297.3482865	345.7594944	248.9370786	0.71997178	-0.473987735	0.002415353	0.009876414
fldB	918.8762278	1067.125697	770.6267586	0.722151815	-0.469625935	0.002427918	0.009909025
t0871	3530.755135	4119.332681	2942.17759	0.71423646	-0.485526314	0.002426811	0.009909025
t3943	68.0071238	49.84547418	86.16877342	1.7287181	0.78970263	0.002430752	0.009911226
guaB	995.3368654	855.3275436	1135.346187	1.327381768	0.408583364	0.002438238	0.009932371
t1309	210.9024381	252.1138502	169.6910261	0.673073002	-0.571165105	0.002441856	0.009937733
t1567	754.5642275	642.0597392	867.0687158	1.350448662	0.433438796	0.002491961	0.010132098
t1602	13796.65621	11423.89028	16169.42214	1.415404188	0.501214093	0.00249911	0.010151607
ilvN	99.37460501	76.65273677	122.0964733	1.592852107	0.671612322	0.00251304	0.010198598
ugd	624.9423572	797.8527467	452.0319677	0.566560646	-0.819697701	0.002520957	0.010221119
yhjS	1686.495812	1454.054954	1918.93667	1.319713993	0.400225304	0.002532408	0.010257914
t2288	2427.211583	2941.705123	1912.718044	0.650207265	-0.621028418	0.002581037	0.010445098
asrA	81.58829015	62.92974726	100.246833	1.592995958	0.671742606	0.002583618	0.010445752
apaG	259.180575	301.9616282	216.3995218	0.716645764	-0.480667919	0.002588347	0.010454225
ftnA	2305.525779	1987.455782	2623.595775	1.320077557	0.400622694	0.002590556	0.010454225
t3606	167.8135447	135.5064847	200.1206048	1.476834155	0.562507824	0.002632206	0.010612385
t2001	468.9544383	535.0299777	402.8788989	0.753002478	-0.409273483	0.002639359	0.010631298
t1715	911.8202569	1052.375593	771.2649211	0.732879902	-0.448351294	0.002657446	0.010694178
kdgR	2761.576547	3185.876358	2337.276735	0.733636988	-0.446861717	0.002684201	0.010791789
metF	285.600263	227.8283569	343.372169	1.507152901	0.591825786	0.002720285	0.010926688
t2424	101.6896411	66.74147872	136.6378035	2.047269647	1.033701133	0.002737447	0.010985406
ruvA	619.3466726	523.6199964	715.0733489	1.36563415	0.449571041	0.002752063	0.011023569
tyrB	419.1229127	356.7610016	481.4848238	1.349600493	0.432532406	0.002750649	0.011023569
t3281	63.82805426	81.08802104	46.56808747	0.57429059	-0.800147171	0.00275833	0.011038433
t3234	670.261471	770.5791261	569.9438159	0.739630489	-0.435123398	0.002765529	0.011056994
t3547	177.6139484	209.9843593	145.2435375	0.691687409	-0.531807899	0.002817515	0.011254421
t4507	140.2664252	113.7554905	166.77736	1.466103827	0.551987276	0.002820569	0.011256206
t2565	440.7468544	374.6884637	506.8052451	1.352604348	0.435739896	0.002836111	0.01130778
t1238	260.3814987	309.0113537	211.7516436	0.685255222	-0.545286679	0.002844427	0.011330475
fdoG	13746.48762	11091.51619	16401.45905	1.478739135	0.564367568	0.002857887	0.011373601
ysgA	1740.536275	1488.146993	1992.925557	1.339199398	0.421370784	0.002892329	0.01150007
cysG	537.7159462	460.4478787	614.9840138	1.335621342	0.417511052	0.002899982	0.011519893
cueR	2369.807902	2749.768008	1989.847795	0.723642063	-0.466651825	0.002960299	0.011737898
tag	994.5028214	1153.282637	835.7230063	0.724647176	-0.464649363	0.002957937	0.011737898
thiC	296.9249511	243.1712627	350.6786395	1.442105599	0.528176811	0.002971869	0.011771843
ftsH	12694.08732	10556.16196	14832.01267	1.405057323	0.490628991	0.002974312	0.011771843
gyrA	4108.980943	3512.996856	4704.96503	1.339302374	0.421481715	0.003001064	0.011866845
yehU	216.7574407	254.0268355	179.4880458	0.706571199	-0.50109315	0.003008287	0.011884523
mdlB	254.2687784	208.8596589	299.6778979	1.434829011	0.520878821	0.003097829	0.012227079
t2807	120.0196794	83.38406842	156.6552904	1.878719681	0.909749822	0.003108965	0.012238402
t3749	37.07582567	25.64698597	48.50466536	1.891242324	0.919334227	0.0031092	0.012238402
t3577	1293.971575	1021.064092	1566.879059	1.534555051	0.617820402	0.003108124	0.012238402
t2656	92.6272598	74.20679181	111.0477278	1.496463128	0.581556732	0.00319777	0.012575565
spaN	245.3241165	167.1163283	323.5319047	1.935968244	0.953055288	0.003214261	0.012628917
prpR	825.8074521	1005.061672	646.5532319	0.643297073	-0.63644297	0.003287076	0.012903266
t2149	185.4154204	219.7968117	151.0340291	0.687152957	-0.541296823	0.003291962	0.012910709
sefB	56.55334896	44.30067618	68.80602174	1.553159628	0.635206112	0.003305498	0.012940289
t1909	4940.148631	5763.085894	4117.211368	0.714410898	-0.485174007	0.003304814	0.012940289
t3766	118.1336689	93.32842138	142.9389164	1.531568994	0.615010359	0.003350644	0.013105148
t1706	13194.15489	9983.929965	16404.37981	1.643078414	0.716401333	0.003366876	0.013156716
pphA	183.383753	216.3877115	150.3797945	0.694955335	-0.525007837	0.003396503	0.013260487
fucK	147.9239983	124.3167987	171.5311979	1.379790983	0.464449737	0.003410882	0.013304598
t4379	1325.997065	1536.513772	1115.480358	0.72598136	-0.461995587	0.003416345	0.013313877
t2161	79.72417055	99.71399387	59.73434722	0.599056811	-0.739235268	0.003436982	0.013358137
mgtA	679.3365219	586.4946442	772.1783996	1.316599234	0.396816264	0.003436279	0.013358137
t0040	294.6343444	339.3714421	249.8972467	0.736353198	-0.441530161	0.003433319	0.013358137
nirD	51.37970149	39.2441184	63.51528459	1.618466338	0.694627359	0.003446868	0.01338451
fimY	435.8221653	516.9854146	354.658916	0.686013388	-0.543691362	0.003478217	0.013494108
t2541	415.4913878	354.2919699	476.6908057	1.345474485	0.428115033	0.003482037	0.013496802
t0296	347.472338	406.810412	288.1342641	0.708276523	-0.497615373	0.003485456	0.013497935
oraA	415.3606872	352.8948304	477.8265441	1.354019677	0.437248704	0.003493661	0.013517588
hrpA	1275.499765	1465.552695	1085.446835	0.740639923	-0.433155778	0.003504435	0.013547135
pntB	972.3379701	832.2498784	1112.426062	1.336649113	0.41862079	0.003523655	0.013609252
dnaX	916.9322758	1072.931014	760.9335375	0.709210124	-0.495714964	0.003541432	0.013665687
livK	123.7591362	88.72388616	158.7943862	1.78975914	0.839765447	0.003545421	0.013668863
apeE	500.8516363	429.6302539	572.0730188	1.331547333	0.413103713	0.00357477	0.013769721
rcsF	731.8136167	848.5596805	615.0675528	0.724837117	-0.46427126	0.003614222	0.013906278
t2577	11.3190919	3.369141402	19.26904239	5.719273872	2.515831992	0.003616663	0.013906278
fba	3089.312732	2643.476811	3535.148652	1.337310257	0.41933421	0.003631317	0.0139502
t3097	2186.541439	1776.565316	2596.517563	1.461537912	0.547487253	0.003640238	0.013972044
t2820	407.7206315	475.2075028	340.2337602	0.715968831	-0.482031313	0.003644776	0.013977036
t4561	920.2513064	780.435326	1060.067287	1.358302542	0.441804854	0.003654227	0.014000845
t3685	687.2399948	797.3739774	577.1060122	0.723758272	-0.466420162	0.003679661	0.014085796
srmB	856.0223981	737.8615826	974.1832135	1.320279083	0.400842921	0.003693704	0.014127029
moaB	547.8475631	475.5388452	620.1562809	1.30411277	0.383068629	0.003700668	0.014141137
cysI	170.7412797	139.1524002	202.3301591	1.454018463	0.540045589	0.003707531	0.014154837
thrS	7655.84854	8981.421785	6330.275295	0.704818841	-0.504675604	0.003712092	0.01415973
pyrB	99.74911113	81.46050258	118.0377197	1.449017818	0.535075335	0.00372249	0.014186859
t1896	1470.403314	1144.733482	1796.073145	1.568988042	0.649834357	0.003734744	0.01422101
t4523	32.53009425	22.1035039	42.95668461	1.943433259	0.958607564	0.003747957	0.014258749
rffG	202.7988717	237.0575277	168.5402157	0.710967576	-0.492144329	0.003758963	0.01428803
fepD	46.31835345	31.21666792	61.42003898	1.967539878	0.976392876	0.00378478	0.014373508
t2264	108.8154356	131.9861124	85.64475877	0.6488922	-0.623949271	0.003822474	0.014503905
mtlD	972.9339798	838.7423144	1107.125645	1.319983058	0.400519413	0.003853122	0.014607359
yhjQ	727.6856521	619.3102554	836.0610488	1.349987412	0.432945955	0.003860525	0.014622585
t0492	598.7080091	491.8431398	705.5728785	1.434548581	0.520596826	0.003868837	0.014641224
t3157	237.9099051	284.5539598	191.2658504	0.672160214	-0.573122945	0.003874286	0.014649008
rcsC	1805.701896	2075.196762	1536.207031	0.740270542	-0.433875476	0.003883593	0.014671353
nadE	3037.312107	2647.46891	3427.155303	1.294502568	0.372397827	0.003902458	0.014729733
t1908	1832.944292	1450.680071	2215.208514	1.527013818	0.610713117	0.003916965	0.014758685
t1501	390.3316979	466.9151262	313.7482695	0.67195996	-0.573552825	0.003916337	0.014758685
t1300	370.7605292	435.1276276	306.3934307	0.70414612	-0.506053256	0.003924813	0.014770776
t2010	240.97517	285.2821136	196.6682264	0.689381553	-0.536625401	0.003927015	0.014770776
rpoN	3789.098907	4769.292012	2808.905801	0.588956557	-0.763766875	0.003961519	0.014861721
t4319	11.67819437	5.978734731	17.37765401	2.906577192	1.539321224	0.003958319	0.014861721
secA	1915.863848	1659.709771	2172.017925	1.308673337	0.388105026	0.00395949	0.014861721
ybeA	395.1416812	458.4017713	331.881591	0.723997183	-0.465944011	0.004044531	0.01515997
fhuD	92.72941875	115.8944871	69.56435039	0.600238649	-0.736391878	0.004074473	0.015258953
folP	183.9214881	149.7055372	218.137439	1.457110024	0.543109817	0.004107683	0.015369996
t0804	1659.707596	1365.282594	1954.132597	1.431302652	0.517328765	0.004132837	0.015450726
glpA	4906.194996	4016.918104	5795.471888	1.442765756	0.528837087	0.004146576	0.01548868
cspC	15377.22472	18312.02234	12442.42711	0.679467667	-0.557523193	0.004155454	0.015502183
t0591	191.6812289	160.6815651	222.6808926	1.385852151	0.470773353	0.004157371	0.015502183
ccmD	4.116300669	0.938006483	7.294594856	7.77669983	2.959158054	0.004168301	0.015529527
mobB	234.4972296	187.269616	281.7248432	1.504380952	0.589169944	0.004205157	0.015653336
t1496	757.543558	930.2258905	584.8612254	0.628730324	-0.669486748	0.004223993	0.015705358
pyrH	537.9863719	615.931729	460.0410148	0.746902608	-0.421007959	0.004226407	0.015705358
yliG	205.2173021	243.8460207	166.5885834	0.68317122	-0.549680896	0.004238915	0.015738293
t1207	163.2277938	191.6030607	134.852527	0.703811967	-0.50673805	0.004251885	0.015772885
t3690	78.70752968	60.18497761	97.23008175	1.615520776	0.691999304	0.004267963	0.015818941
t2364	923.1758277	1055.24597	791.1056855	0.749688422	-0.415636974	0.004289215	0.015884072
hpaG	62.38662365	47.52199875	77.25124855	1.625589213	0.700962734	0.004322493	0.015993594
thiE	30.83867935	21.13155905	40.54579966	1.918732052	0.940153255	0.004333916	0.016022131
tviD	16934.87698	19973.32109	13896.43287	0.695749736	-0.523359639	0.004343301	0.01604309
t3514	84.99940257	59.50204836	110.4967568	1.857024419	0.892992786	0.004362746	0.016101143
ybaN	152.0179111	208.8420552	95.19376701	0.455817038	-1.133473243	0.004398079	0.016217681
t0634	144.2701126	171.1225958	117.4176295	0.686160872	-0.543381237	0.004451743	0.016401559
galT	169.2419552	139.170333	199.3135774	1.432155641	0.518188287	0.004466392	0.016441502
t1764	174.1296505	203.4453899	144.8139111	0.711807287	-0.490441392	0.004511231	0.016592416
t0506	319.2995044	267.3527243	371.2462844	1.38860109	0.473632209	0.00452182	0.016617206
cysE	1548.560448	1770.34903	1326.771866	0.749440841	-0.416113494	0.004539041	0.016666309
t1987	75.16946279	91.43538335	58.90354224	0.644209496	-0.634398168	0.004612648	0.016922188
malM	140.6607552	116.0151182	165.3063922	1.424869403	0.510829695	0.004619034	0.016931229
t2949	66.81374812	46.92616332	86.70133292	1.847611797	0.885661663	0.004652644	0.017039964
yhdE	209.753545	245.0105269	174.4965631	0.712200269	-0.489645115	0.004677301	0.017115752
