"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
moaD	135.5899442	160.8607782	110.3191103	0.685804903	-0.544129877	0.002597281	0.007111643
trpR	318.8802641	367.5356618	270.2248665	0.735234413	-0.443723801	0.002620349	0.007170257
yjeT	56.62336712	70.81486972	42.43186452	0.599194275	-0.738904255	0.002624289	0.007174206
argT	2011.611771	2357.856227	1665.367315	0.706305709	-0.501635336	0.002625115	0.007174206
ratC	215.0993336	178.6163089	251.5823584	1.408507207	0.494166946	0.002627337	0.007175739
yaaI	40.58753978	51.49886343	29.67621614	0.576249924	-0.79523344	0.002644194	0.007217212
t3400	269.06333	211.4844159	326.6422441	1.54452158	0.627160028	0.002649863	0.007228117
nuoE	531.2818738	648.7850657	413.778682	0.637774671	-0.648881292	0.002654258	0.007235533
t0981	56.56969995	41.37540914	71.76399076	1.734459967	0.794486542	0.00266027	0.007247348
t1861	1204.581809	1024.857347	1384.306272	1.350730691	0.433740058	0.002662444	0.007248697
t2823	2011.024957	2320.923706	1701.126207	0.73295223	-0.44820892	0.002723343	0.007409827
t1102	95.5028045	113.5877244	77.41788458	0.681569113	-0.553068137	0.002725473	0.007410952
trpC	269.3544457	312.196105	226.5127864	0.725546484	-0.462860047	0.00276339	0.007509326
manY	1426.924581	1245.140373	1608.708789	1.291989902	0.369594794	0.002818085	0.007653139
t0489	35.58240056	26.48355396	44.68124716	1.687131842	0.754572718	0.002857282	0.007749839
psiF	146.0511752	121.7114119	170.3909384	1.399958605	0.485384169	0.002856438	0.007749839
t0084	76.31150131	91.97339146	60.64961115	0.659425625	-0.600718144	0.00290057	0.00786231
cI	249.3517008	289.7566265	208.9467751	0.721111291	-0.471706163	0.002927543	0.007930446
t3051	216.4714974	248.1911359	184.7518588	0.744393462	-0.425862712	0.002943201	0.007967862
t0284	542.3722342	466.2518549	618.4926136	1.326520435	0.407646901	0.002953162	0.007989821
priA	344.4408346	292.9429912	395.938678	1.351589524	0.434657073	0.00297623	0.008047189
t2352	304.5630095	268.2265785	340.8994405	1.270938333	0.345894031	0.003004898	0.008119617
pfkB	1544.152991	1348.540444	1739.765539	1.29011002	0.367494103	0.003010458	0.008129554
nrdB	270.0578054	322.2461427	217.8694681	0.676096434	-0.564699056	0.003035021	0.008190762
ccmA	16.03923922	8.798975167	23.27950328	2.645706214	1.40365287	0.003047028	0.008218031
t0551	217.7282115	247.4713706	187.9850523	0.759623434	-0.396643683	0.003054362	0.008232668
rplL	6253.273958	7249.585515	5256.962402	0.725139719	-0.463669097	0.00306306	0.008250963
caiD	38.87404241	29.9185576	47.82952721	1.598657524	0.676860907	0.003096155	0.008334911
t2932	217.9188785	182.4133666	253.4243905	1.389286296	0.474343932	0.003117024	0.008385863
ppiD	1878.708414	1585.74388	2171.672948	1.369497922	0.453647077	0.00315211	0.008474977
t1410	130.3351304	153.096022	107.5742388	0.702658615	-0.509104165	0.003171031	0.008520542
yiaR	28.08944084	20.88405138	35.29483031	1.690037515	0.757055272	0.003201341	0.008596636
mutH	804.8384947	688.6239205	921.0530689	1.337526974	0.419567987	0.003205686	0.008602954
t2977	1625.492537	1859.209689	1391.775386	0.748584409	-0.417763094	0.003210623	0.008610852
t0032	103.4699823	71.06135789	135.8786066	1.912130737	0.935181167	0.003223177	0.008639155
t0647	85.48952649	58.17730443	112.8017486	1.938930476	0.955261074	0.003245515	0.008693632
nanA	200.8920509	151.4748934	250.3092084	1.652479845	0.724632675	0.003249056	0.00869772
dmsB	27.68519723	15.44414371	39.92625075	2.585203265	1.370277719	0.003292233	0.008807846
t1257	304.7815228	344.2313851	265.3316604	0.770794506	-0.375581806	0.003298504	0.008819158
ssaN	7577.142542	9544.530334	5609.75475	0.5877455	-0.766736508	0.003327715	0.008891754
serB	382.2193574	330.990992	433.4477228	1.309545375	0.389066049	0.00333932	0.008917245
t3931	553.0008165	478.7371865	627.2644465	1.310248011	0.389839919	0.003352255	0.008946252
aceA	15193.16566	12954.16763	17432.16369	1.345679953	0.42833533	0.003373472	0.008997313
pth	247.8287905	282.8047269	212.8528542	0.752649563	-0.409949799	0.003403961	0.009073027
yafB	397.5848072	461.7347823	333.434832	0.722134967	-0.469659592	0.003408449	0.009079386
hpcH	19.21853207	12.28821803	26.14884611	2.127960787	1.089471566	0.00341254	0.009084678
pmbA	1188.346969	1360.795581	1015.898358	0.746547367	-0.421694295	0.003446722	0.009170021
yaaH	139.8029529	160.4359846	119.1699213	0.742787982	-0.428977622	0.003449015	0.009170471
t4509	295.92459	235.5116861	356.3374938	1.513035296	0.597445643	0.003478003	0.009241858
t1565	12576.84235	14755.32262	10398.36209	0.704719399	-0.504879167	0.003532376	0.009380567
t1558	578.7767155	666.4954914	491.0579395	0.736776086	-0.440701859	0.003536903	0.009386815
t1486	880.0965903	995.9631822	764.2299985	0.76732756	-0.382085522	0.003550493	0.009417093
t3156	302.2984117	348.4419256	256.1548978	0.735143732	-0.443901747	0.003586091	0.009505672
rpoS	41319.07806	49200.06895	33438.08718	0.679634966	-0.557168017	0.003694539	0.009787129
t3080	150.5570636	175.4162822	125.6978449	0.716568858	-0.48082275	0.00370673	0.009813403
nhaR	260.7630873	225.4366742	296.0895005	1.313404314	0.393311099	0.003736167	0.009879223
t1002	1038.180626	1183.885665	892.4755878	0.753852854	-0.407645146	0.003735449	0.009879223
csgG	211.6867431	178.1957449	245.1777412	1.375889988	0.460365121	0.003758689	0.009932692
t1987	75.54274833	91.43538335	59.65011331	0.652374509	-0.616227684	0.003781173	0.009985998
t4578	1424.045216	1243.752667	1604.337766	1.289917046	0.36727829	0.003788588	0.009999463
yigN	559.9176117	483.3385363	636.4966871	1.316875522	0.397118981	0.003809172	0.01004765
smtA	453.833023	514.5985015	393.0675445	0.763833442	-0.38867001	0.003818149	0.010065181
t1491	1161.658479	1320.846152	1002.470807	0.758961068	-0.397902212	0.003821674	0.010068326
t2267	272.2129759	325.6265383	218.7994135	0.671933604	-0.573609412	0.003921031	0.010323789
mrdB	133.012385	155.2136752	110.8110947	0.713926106	-0.486153337	0.003927713	0.01033508
rfbF	1277.075398	1475.89277	1078.258027	0.730580195	-0.452885451	0.003944924	0.010374046
tyrA	444.5966875	383.3093815	505.8839935	1.319779838	0.400297283	0.00394811	0.010376104
t0165	377.5324097	441.0731221	313.9916973	0.711881277	-0.490291437	0.003953625	0.010384277
t2163	222.2784796	192.771686	251.7852731	1.306132027	0.385300735	0.003963722	0.010404468
t0722	8.435144965	4.669001386	12.20128854	2.613254427	1.385847593	0.004000686	0.010495116
t1522	61.208136	75.17771717	47.23855483	0.628358463	-0.670340278	0.004028357	0.01056129
yejA	510.4118686	576.8762087	443.9475286	0.769571568	-0.377872595	0.00407502	0.010677145
yfgA	1465.277761	1664.756816	1265.798705	0.760350516	-0.395263451	0.004096134	0.01072596
t3736	1874.02192	1672.969008	2075.074833	1.240354617	0.310752646	0.004127992	0.010800553
tsx	843.3270909	982.62233	704.0318518	0.716482651	-0.480996324	0.004129623	0.010800553
dam	264.3861602	300.0581626	228.7141578	0.762232748	-0.391696503	0.00413677	0.010812696
t1460	915.5236283	1072.388187	758.6590694	0.707448178	-0.499303623	0.004148812	0.010837612
t2782	54.90296292	37.5304695	72.27545634	1.925780767	0.945443475	0.004151458	0.010837966
livG	35.79579053	22.03480823	49.55677284	2.249022198	1.169297901	0.004187288	0.010924901
ugd	643.1106919	797.8527467	488.3686372	0.612103724	-0.70815195	0.004191776	0.010930006
slyA	4491.630544	5229.163583	3754.097505	0.717915484	-0.478114081	0.004214357	0.010979562
t1711	584.1993615	660.0951026	508.3036203	0.770046041	-0.376983388	0.004215867	0.010979562
t3932	700.85404	615.1257363	786.5823438	1.278734245	0.354716465	0.004275712	0.011128707
yodD	70.87450932	86.74818436	55.00083427	0.634028651	-0.65738006	0.004296235	0.011172995
mdoB	3613.593068	4301.433964	2925.752172	0.680180655	-0.55601012	0.004297903	0.011172995
hyaF	139.64264	162.6647722	116.6205078	0.716937701	-0.480080335	0.004307846	0.011192107
t2984	48.15932478	37.09653277	59.2221168	1.596432669	0.674851707	0.004368758	0.011336716
t4164	22.72294366	14.50120055	30.94468677	2.133939647	1.093519374	0.004367389	0.011336716
t1548	46.73185361	61.3593341	32.10437312	0.52321906	-0.934512998	0.004373089	0.011341141
eco	2591.74871	2966.143407	2217.354013	0.747554555	-0.419749228	0.004382858	0.011359651
yjeJ	880.5934313	757.9065632	1003.280299	1.323751961	0.404632822	0.004413482	0.011432162
staE	272.9885333	314.3509311	231.6261356	0.736839349	-0.440577987	0.00442693	0.011460121
cyaA	5379.412794	6136.57319	4622.252398	0.753230224	-0.408837204	0.004435185	0.011474612
miaE	317.2727066	364.73158	269.8138333	0.739759999	-0.434870803	0.004443132	0.011481426
yjbB	405.277736	354.2919699	456.2635022	1.287817792	0.364928487	0.004443136	0.011481426
yhjS	1656.95667	1454.054954	1859.858386	1.279083972	0.35511098	0.004448626	0.011487542
srfC	592.0997273	513.1590414	671.0404132	1.307665575	0.386993631	0.004450824	0.011487542
t0281	92.60959225	71.7194032	113.4997813	1.582553343	0.662254129	0.004470113	0.011530435
t1310	273.8212439	315.4065347	232.2359531	0.736306727	-0.441621213	0.004489667	0.01157396
fadL	864.1921239	1026.435914	701.9483337	0.683869615	-0.548206804	0.004531365	0.011674483
leuS	4575.73214	5356.887735	3794.576546	0.708354689	-0.497456164	0.004542692	0.011696687
ecnB	149.4152212	169.9838798	128.8465625	0.757992832	-0.399743889	0.004575496	0.01177413
t2162	309.4212599	352.4517735	266.3907463	0.755821836	-0.403881897	0.004609213	0.011853829
kdpD	341.8519435	391.3949409	292.308946	0.746838846	-0.421131125	0.004622639	0.011881282
fhuB	129.9042617	109.113187	150.6953364	1.381091878	0.465809299	0.004659209	0.011968152
t4508	301.0946509	346.0458128	256.143489	0.740201093	-0.434010828	0.004676378	0.012005112
glpR	481.6271671	548.0899685	415.1643657	0.757474848	-0.40073011	0.00469341	0.012041679
t0039	66.60742549	51.47141087	81.74344011	1.588132883	0.667331631	0.004719591	0.012094477
flhA	127.3994846	104.5777486	150.2212207	1.436454913	0.522512711	0.004718351	0.012094477
rpsD	7091.701576	6038.493423	8144.909728	1.348831432	0.431710061	0.004735278	0.01212748
yidR	423.7473711	371.5567315	475.9380106	1.280929587	0.357191172	0.004811379	0.012315076
moeA	676.7199894	586.6077868	766.832192	1.307231526	0.386514681	0.004842896	0.012388402
t3157	229.3518899	284.5539598	174.1498199	0.612009828	-0.708373275	0.004858854	0.012421865
cbiT	63.22778574	83.48398079	42.97159068	0.514728577	-0.958116212	0.004867785	0.012437335
t4306	17.21163067	10.68120912	23.74205221	2.222786947	1.152369674	0.004904047	0.012522576
mtlA	1559.537855	1358.093765	1760.981945	1.296657116	0.374797028	0.004918727	0.012552639
yabC	1976.313373	1720.737779	2231.888967	1.297053505	0.375237994	0.004954049	0.012627854
ackA	971.7787039	1105.161865	838.3955428	0.758617873	-0.398554734	0.004953231	0.012627854
t4324	2636.754946	2323.966722	2949.543171	1.26918477	0.343902115	0.004960993	0.012638094
yecI	349.4633999	397.8957257	301.0310742	0.756557698	-0.402477983	0.00498147	0.012682776
tatD	358.0494467	406.1223288	309.9765645	0.763259103	-0.389755203	0.004986469	0.012688022
rpsH	3932.458813	3410.786829	4454.130797	1.30589539	0.385039333	0.004996194	0.012705279
prgK	295.8465197	259.6136313	332.0794081	1.279129322	0.35516213	0.005085874	0.012925723
lepA	1281.325744	1120.67025	1441.981238	1.286713231	0.363690557	0.00511738	0.012998146
kdgK	510.1103545	440.9600528	579.2606563	1.313635221	0.393564714	0.005223857	0.013260796
glnS	3664.879073	4247.935567	3081.822579	0.725487129	-0.462978075	0.005237747	0.013288243
t3043	17.26063303	10.25734629	24.26391976	2.365516291	1.242155097	0.005277644	0.013381601
mtn	570.1350416	507.7261737	632.5439095	1.245836717	0.317114997	0.005285597	0.013393901
yjfQ	891.3583099	999.6855635	783.0310564	0.783277347	-0.352404859	0.005291236	0.013400326
endA	71.51077939	55.65115254	87.37040625	1.5699658	0.650733132	0.00534984	0.013540802
srlB	37.55745134	27.30484654	47.81005615	1.75097326	0.808157051	0.00536527	0.013571901
pgtC	484.7364245	559.3348489	410.1380002	0.73326023	-0.4476028	0.005374027	0.013586093
t1127	1282.326453	1111.021663	1453.631244	1.308373448	0.387774387	0.005399842	0.013643369
yhjC	484.0647204	415.9984759	552.1309649	1.327242759	0.40843227	0.005409544	0.01365989
t1963	54.32495461	64.70385637	43.94605285	0.679187537	-0.558118109	0.005444998	0.01374138
srfB	215.1757155	247.9189449	182.4324861	0.735855367	-0.442505864	0.005475477	0.013810227
ybaX	365.4418176	417.6993706	313.1842645	0.749783903	-0.415453241	0.005483681	0.013822845
dcm	1452.527009	1678.33229	1226.721728	0.730917075	-0.452220359	0.005553772	0.013991359
fabF	3232.817679	2828.593851	3637.041507	1.285812562	0.362680351	0.005557884	0.013993554
t2843	99.1891232	76.38142892	121.9968175	1.597205227	0.675549698	0.005570563	0.014009138
t4521	1087.437327	1245.999949	928.8747059	0.745485348	-0.423748096	0.005570401	0.014009138
t2286	1564.140806	1788.071222	1340.21039	0.749528527	-0.415944706	0.005601345	0.014078351
dppC	44.45972765	31.57230044	57.34715487	1.816375559	0.86106253	0.005648345	0.014188221
t4272	22.02092696	15.32295849	28.71889544	1.87423959	0.906305389	0.00568345	0.014268104
torC	51.92676889	38.43690569	65.4166321	1.701922435	0.767165287	0.005694347	0.014284652
t3062	55.51449886	44.01327398	67.01572374	1.522625283	0.606560939	0.005696658	0.014284652
yceE	228.8442413	268.6550259	189.0334567	0.703628961	-0.507113231	0.005758892	0.014432326
t0477	4413.629726	5067.443113	3759.81634	0.741955313	-0.430595798	0.005785133	0.014481394
galR	1350.186836	1515.726285	1184.647388	0.781570788	-0.355551548	0.00578518	0.014481394
t2674	11676.82581	15011.05571	8342.595904	0.555763436	-0.847457172	0.005790065	0.014485227
t1498	27.3184138	19.29030339	35.3465242	1.832346722	0.873692521	0.005844569	0.014613113
tufA	7652.866361	6611.089901	8694.642822	1.315160277	0.395238629	0.00588462	0.014704739
t0549	891.9846096	789.2678692	994.70135	1.260283598	0.333748416	0.005949852	0.014859145
t4362	1390.614849	1555.747163	1225.482535	0.787713173	-0.344257692	0.005967316	0.014894144
t1653	471.7394304	530.2474327	413.2314281	0.779318112	-0.359715749	0.005983687	0.014925668
trkA	289.2376744	250.1202799	328.3550689	1.312788667	0.39263469	0.005986859	0.014925668
eutQ	35.07113882	26.37589447	43.76638317	1.659332662	0.730603146	0.006002104	0.014955042
pcnB	361.9430851	314.6272399	409.2589302	1.30077399	0.379370315	0.006015204	0.014979038
narL	2427.455023	2752.184197	2102.725848	0.764020755	-0.388316265	0.006072296	0.015112492
ybiR	279.4392386	242.5522042	316.326273	1.304157487	0.383118096	0.006076807	0.015115008
trpB	339.0237849	297.5252356	380.5223342	1.278958181	0.354969092	0.006082257	0.015119853
t1242	81.28290963	95.57029381	66.99552545	0.701007842	-0.512497511	0.006103298	0.015163429
t4008	362.3708325	316.2270083	408.5146567	1.291839868	0.36942725	0.006120541	0.015197526
t3579	576.9570476	653.6170175	500.2970776	0.765428476	-0.385660521	0.006184867	0.015348422
sapC	330.0298001	379.6516424	280.4079578	0.738592769	-0.437148957	0.006224021	0.015436715
mviN	465.7661568	525.9016333	405.6306802	0.77130523	-0.374626202	0.006244456	0.015469627
t1897	34.58319401	45.91910757	23.24728045	0.506265946	-0.98203265	0.006244266	0.015469627
clpA	11489.21503	9940.495145	13037.9349	1.311598136	0.391325757	0.006334135	0.015682796
t4215	162.4922515	184.783576	140.2009271	0.758730457	-0.398340642	0.006360096	0.015738048
t0733	56.07165351	33.54508003	78.59822699	2.343062736	1.228395583	0.006386417	0.01579413
t3196	200.6588631	171.0365214	230.2812048	1.346386157	0.429092249	0.006439245	0.015915661
dcuA	706.7222395	625.4255473	788.0189317	1.259972406	0.333392139	0.006460931	0.015960126
t2563	9.772642519	5.028286274	14.51699876	2.88706688	1.529604528	0.00649616	0.016037976
proY	548.4471523	493.246341	603.6479637	1.223826542	0.291399093	0.006530111	0.016112581
t3356	232.1643533	174.1191684	290.2095382	1.666729407	0.737019902	0.006568053	0.016196947
dgkA	278.5482364	316.6778584	240.4186145	0.759189846	-0.397467398	0.006579107	0.016214944
t3106	194.8431917	222.433481	167.2529024	0.751923234	-0.411342715	0.006633789	0.016340388
nuoF	1416.372224	1253.390359	1579.354088	1.260065611	0.333498856	0.006651505	0.016374686
t1499	258.3823248	294.2415026	222.523147	0.756260232	-0.403045339	0.006670099	0.016411103
dnaQ	1183.877885	1365.32975	1002.42602	0.734200672	-0.44575366	0.006682501	0.016432254
yhhP	234.5845855	204.3270539	264.8421171	1.296167649	0.374252332	0.006712542	0.016496731
ssaS	7787.945641	9188.100972	6387.790311	0.695224218	-0.524449756	0.00672273	0.01651237
fimH	107.2073475	90.94632419	123.4683709	1.357596055	0.441054277	0.006750158	0.016570314
t1165	2385.421487	2695.768691	2075.074284	0.769752349	-0.377533729	0.006872146	0.016856002
t2156	120.4500862	101.6595215	139.240651	1.369676435	0.453835119	0.006874345	0.016856002
rfbG	1537.452434	1777.10408	1297.800788	0.73028969	-0.453459231	0.006889508	0.016874747
t1557	131.8135758	110.3948739	153.2322777	1.388037979	0.473047043	0.006889805	0.016874747
t1363	111.2472205	127.2847462	95.20969481	0.748005536	-0.418879148	0.006934252	0.016964362
ompH	1421.980422	1577.169832	1266.791011	0.803205201	-0.316159484	0.006932072	0.016964362
fusA	5615.690949	4857.900992	6373.480906	1.311982462	0.391748435	0.0069692	0.017035515
yiaJ	279.2784645	239.4447621	319.112167	1.332717259	0.414370739	0.006971226	0.017035515
t3708	537.9831557	596.7261038	479.2402075	0.803115876	-0.316319936	0.007012622	0.01712698
t1768	115.3144537	135.6044468	95.02446053	0.700747378	-0.513033654	0.007035179	0.01717236
gltJ	516.1218316	603.114574	429.1290893	0.711521671	-0.491020398	0.007075291	0.017260511
fliO	54.91116768	40.03302174	69.78931362	1.743293676	0.801815627	0.007146414	0.017424177
t4366	31.22614602	40.41271926	22.03957279	0.545362282	-0.874713171	0.007173613	0.017480621
t2876	1169.484877	1313.623131	1025.346622	0.780548543	-0.357439737	0.007180353	0.017487177
mltC	254.7643085	291.8666214	217.6619957	0.745758438	-0.423219699	0.007288111	0.017734634
hemL	819.095453	729.8705503	908.3203556	1.244495144	0.315560601	0.007290175	0.017734634
ygbB	69.93803297	58.5432114	81.33285453	1.389279006	0.474336362	0.007343827	0.017855094
yhjM	241.9646822	276.0658257	207.8635387	0.752949186	-0.409375589	0.007366671	0.017900554
mdoG	3403.327208	3857.406748	2949.247667	0.764567457	-0.387284301	0.00737762	0.017917077
t4220	13.44002162	8.422311624	18.45773162	2.191527985	1.131937101	0.007390416	0.017938064
glnA	773.5454494	685.8512957	861.2396031	1.25572352	0.328518852	0.007422752	0.01800643
t1714	613.4155576	682.7434372	544.087678	0.796913816	-0.327504385	0.007434237	0.018024163
t1541	1927.222721	1723.193049	2131.252393	1.236804195	0.306617118	0.007516704	0.018213876
rimK	141.4651108	118.9334983	163.9967232	1.378894302	0.463511873	0.007553494	0.018292758
t3414	14192.59769	11976.02111	16409.17426	1.370169116	0.454353972	0.007582342	0.018352329
fdoI	1441.798944	1285.648376	1597.949513	1.242913337	0.313725706	0.007643632	0.018490311
yiiQ	312.3235907	347.3061961	277.3409853	0.798548913	-0.324547317	0.007665548	0.018524856
t3849	192.1389291	219.3986518	164.8792064	0.751505103	-0.412145194	0.007666493	0.018524856
gppA	865.878358	962.6437919	769.1129242	0.798959003	-0.323806619	0.007670928	0.018525205
yiaC	515.5608936	583.6325345	447.4892527	0.766731164	-0.383207274	0.007744469	0.018692352
yjfR	200.7663346	169.2760498	232.2566193	1.37205836	0.456341847	0.007757196	0.018712611
t3547	180.8460233	209.9843593	151.7076874	0.722471368	-0.46898768	0.007769051	0.018730744
t1495	18.69317129	25.04594905	12.34039353	0.492710159	-1.021188877	0.007783261	0.018754531
yhgG	112.9782308	133.6029304	92.3535312	0.691253784	-0.532712621	0.007837643	0.018875037
t0566	536.3569084	613.4615827	459.252234	0.748624277	-0.41768626	0.007853621	0.018902973
t1569	146.0575731	111.6724186	180.4427276	1.615821793	0.692268094	0.007885246	0.018968519
iagA	147.1031738	120.4012132	173.8051345	1.443549694	0.529620773	0.007896578	0.018985203
hemG	132.7887741	151.4141852	114.163363	0.753980632	-0.407400631	0.007921399	0.019034281
flgG	15.78318842	9.308182144	22.25819469	2.391250445	1.257765237	0.0079382	0.019064042
t4358	4078.957599	3551.505969	4606.409228	1.297029843	0.375211674	0.007947247	0.019064563
nrdG	570.8927986	489.9789442	651.8066531	1.330274823	0.411724324	0.007944174	0.019064563
vsr	276.6941889	318.9011398	234.4872379	0.735297585	-0.443599849	0.007998019	0.019175707
t1204	2375.215059	2728.377752	2022.052366	0.741118917	-0.432223044	0.008034203	0.01925177
waaL	1424.531098	1253.752832	1595.309364	1.272427327	0.347583261	0.00805202	0.019283761
yfbB	201.7567845	173.6028327	229.9107363	1.324348991	0.405283349	0.00811651	0.019427433
ybaM	57.74662399	70.54814496	44.94510302	0.637084122	-0.650444212	0.008194903	0.019604205
ytfJ	851.7197135	961.4948322	741.9445948	0.771657392	-0.373967647	0.00821182	0.019633797
uxuR	3006.233666	3509.925214	2502.542117	0.712990154	-0.488045942	0.008216745	0.0196347
tig	1573.111737	1766.703457	1379.520017	0.780844126	-0.356893512	0.008233315	0.019663415
acrB	2039.929507	1821.945646	2257.913368	1.239286899	0.309510214	0.008315237	0.019848089
ansB	926.3475522	1061.409174	791.2859302	0.745505079	-0.423709914	0.008326867	0.019864868
hisB	333.3114781	373.4093699	293.2135862	0.785233606	-0.348806176	0.008416238	0.020066988
t2427	566.7314501	501.5368806	631.9260196	1.259979164	0.333399876	0.008423131	0.020072341
yidC	540.4959525	461.2570981	619.7348069	1.343577821	0.426079886	0.008447784	0.020119985
t0292	819.1116763	925.5071702	712.7161824	0.770081751	-0.376916486	0.008469063	0.020159544
t4228	53.64795048	67.31006214	39.98583883	0.594054404	-0.751333035	0.008542743	0.020323726
rob	2635.847239	3070.205074	2201.489405	0.717049628	-0.479855122	0.008573557	0.020374584
ttk	261.1604059	222.4705176	299.8502942	1.347820365	0.430628229	0.008571137	0.020374584
sicP	54.18388594	30.18919955	78.17857233	2.589620576	1.372740734	0.008759103	0.020804073
t1058	1376.862481	1213.628856	1540.096106	1.269000896	0.343693088	0.008766849	0.020811026
citX	24.46605569	17.09598384	31.83612755	1.862199208	0.897007413	0.008922178	0.021168113
t1135	56.70997228	44.01455829	69.40538627	1.576873402	0.657066839	0.008935552	0.021188201
t3077	184.7174015	153.5970823	215.8377208	1.405220188	0.490796208	0.008941488	0.021189962
yacK	558.4820562	475.0968583	641.867254	1.351023992	0.434053295	0.008946109	0.021189962
t3009	185.8575038	221.4851756	150.229832	0.678283915	-0.560038814	0.008954759	0.021198822
t3238	3688.884967	4398.403175	2979.366759	0.677374638	-0.561974124	0.008969881	0.021222984
hisJ	1863.495807	2103.296151	1623.695463	0.771976624	-0.373370932	0.008993389	0.021266951
t3171	680.490898	760.0375233	600.9442726	0.79067711	-0.338839435	0.009017383	0.02131202
t0085	129.4292219	95.02513399	163.8333098	1.724105012	0.785847649	0.009043514	0.021362086
t1371	55.30200899	69.09681376	41.50720421	0.600710828	-0.735257426	0.009079281	0.021434847
t3042	36.00798333	25.95568402	46.06028264	1.774574024	0.827472756	0.009136292	0.021557655
staB	45.88211522	35.22417217	56.54005826	1.605149384	0.682707568	0.009206384	0.021711178
aspS	1127.003758	964.4175871	1289.589929	1.337169651	0.419182517	0.009211727	0.02171192
iap	265.5024453	300.0614369	230.9434536	0.769653895	-0.377718268	0.00924851	0.021786724
yihI	810.980556	911.1857047	710.7754073	0.780055486	-0.358351348	0.009333996	0.021976116
foxA	306.639943	345.7594944	267.5203916	0.773718136	-0.370120003	0.009347074	0.021994913
lamB	97.89842179	111.4520266	84.34481695	0.756781366	-0.402051529	0.009379783	0.02205986
ybiH	149.8274033	175.3733369	124.2814697	0.708667987	-0.496818216	0.009452144	0.022217941
t0296	362.6587842	406.810412	318.5071564	0.782937572	-0.353030816	0.009484038	0.022268667
tldD	610.8302268	678.7882863	542.8721674	0.799766552	-0.322349149	0.009482068	0.022268667
t2968	577.8689172	666.1546934	489.583141	0.734939115	-0.444303358	0.009530667	0.02236599
potG	71.12394264	84.37859341	57.86929188	0.685829066	-0.544079048	0.009624777	0.022574572
rseC	1255.379897	1393.058735	1117.701058	0.802335918	-0.317721712	0.009682573	0.022697801
t1868	169.7634797	132.6082691	206.9186903	1.56037547	0.641893224	0.009699388	0.022724882
t1555	8997.736066	10402.5334	7592.938736	0.729912459	-0.454204647	0.009759982	0.022854447
t2577	8.164165168	3.369141402	12.95918893	3.846436641	1.943522544	0.009853753	0.023061522
t1707	2640.733641	2964.782927	2316.684355	0.781401004	-0.355864986	0.009940571	0.023252104
dsbG	209.5856873	236.3649256	182.8064491	0.773407681	-0.370699002	0.01000803	0.023397223
nirC	71.61828427	52.3575462	90.87902234	1.73573876	0.795549829	0.010053709	0.023491296
t2335	466.920606	528.0565237	405.7846883	0.768449342	-0.379977937	0.010086038	0.023554091
thrB	885.4210734	984.7250279	786.117119	0.798311302	-0.324976659	0.010229665	0.023850807
prfC	258.286151	214.5882056	301.9840964	1.407272574	0.49290179	0.010228129	0.023850807
nhaB	520.8703796	584.0503784	457.6903808	0.783648804	-0.351720846	0.010229449	0.023850807
dcuC	107.7390879	91.07034284	124.407833	1.36606308	0.450024103	0.010321019	0.024050814
yehR	179.9705659	154.2071736	205.7339581	1.334139997	0.415910063	0.010406303	0.02423647
guaC	4135.689521	4687.599994	3583.779048	0.764523221	-0.387367773	0.01043619	0.024292976
malE	131.9649576	105.0725634	158.8573518	1.511882329	0.596345858	0.010470308	0.024359263
t0010	75.32446006	87.48211832	63.1668018	0.722053867	-0.469821626	0.010538562	0.024502996
vacJ	1542.610932	1731.121204	1354.100659	0.782210197	-0.354371751	0.010543438	0.024502996
pflA	1110.297165	1246.802826	973.7915036	0.781030876	-0.356548512	0.010619591	0.024666699
t1382	7.290467609	10.62907316	3.951862062	0.371797428	-1.427411305	0.010694936	0.024815011
t1094	124.0200487	149.6983688	98.34172871	0.656932534	-0.60618288	0.010694508	0.024815011
t3440	5.587688832	2.590930368	8.584447295	3.313268237	1.728255007	0.01077491	0.024987145
fdoH	1311.051497	1133.176772	1488.926222	1.313939942	0.393899334	0.010844937	0.025136037
yhdH	796.8440768	883.4999346	710.1882189	0.803835056	-0.3150286	0.010899332	0.02524856
lysR	132.5846934	115.8932028	149.2761839	1.288049517	0.365188057	0.010914415	0.025269943
t1020	424.7910573	507.0754086	342.5067059	0.675455169	-0.566068076	0.010937894	0.025310731
citB	110.6667252	92.92295671	128.4104936	1.381902795	0.466656138	0.010998798	0.025438034
t2041	276.9394737	239.8241473	314.0548	1.309521179	0.389039392	0.011028093	0.025492134
ybiT	790.1354733	886.639074	693.6318727	0.782315931	-0.354176751	0.011078482	0.02559491
yaiW	202.0242434	228.1307452	175.9177417	0.771126844	-0.374959903	0.01113653	0.025693037
fimD	120.2769794	96.01857523	144.5353837	1.505285652	0.590037288	0.011138806	0.025693037
t1095	594.9160056	520.4631875	669.3688237	1.286102149	0.363005233	0.01113638	0.025693037
ldhA	368.6995583	412.5181115	324.8810052	0.787555737	-0.344546066	0.011160511	0.025729357
t2517	287.5991073	249.0905797	326.1076349	1.309192966	0.388677757	0.01121199	0.025834245
narI	212.7627099	240.4839423	185.0414776	0.769454608	-0.378091874	0.011229169	0.025853825
